Company,Question
HDFC Bank,"Q. What are the individual sales criteria achieved by each staff member in relation to branch targets on a month-over-month basis, according to branch size and staffing, for 5 value-based products including as... read more"
HDFC Bank,Q. What would you do?
HDFC Bank,Q. Tell me about yourself in detail.
HDFC Bank,Q. How did you work in your last organization?
HDFC Bank,Q. What do you bring to the table?
HDFC Bank,Q. What is CRR?
HDFC Bank,Q. What are your past experiences?
HDFC Bank,Q. How do you change your current bank?
HDFC Bank,Q. What does the job entail?
HDFC Bank,Q. What is the maximum amount of life insurance you can obtain?
HDFC Bank,Q. How do you explain to customers that they need to make a payment?
HDFC Bank,"Q. What is the process of communicating with customers as a collection officer, and what steps are involved in visiting them?"
HDFC Bank,Q. What knowledge do you have regarding the financial domain?
HDFC Bank,Q. How do you manage collections?
HDFC Bank,Q. What products and services are relevant to this customer?
HDFC Bank,Q. What is your experience with customer relationship management?
HDFC Bank,Q. What is your approach to time management?
HDFC Bank,Q. What is DRR?
HDFC Bank,Q. How do you approach collections?
HDFC Bank,Q. What is your experience and qualifications?
HDFC Bank,Q. What was your last company's working area?
HDFC Bank,Q. What are the different types of banking investments?
HDFC Bank,Q. What is the purpose of life insurance as an investment?
HDFC Bank,Q. What are ULIP plans?
HDFC Bank,Q. What documents are required for customer Know Your Customer (KYC) verification?
HDFC Bank,Q. What are the different types of mutual funds?
HDFC Bank,Q. What are the different types of banking products available?
HDFC Bank,Q. What are the different types of banking loans?
HDFC Bank,Q. What is ARC?
HDFC Bank,Q. What are the qualities of a good auditor?
HDFC Bank,Q. How do you provide accurate information?
HDFC Bank,Q. How do you provide customers with proper product information?
Infosys,Q. How would you connect an SQL server with Python to perform data cleaning and modeling?
Infosys,Q. What is HTML5?
Infosys,Q. What is the process for retrieving data from a database using a REST API in Spring Boot with Java?
Infosys,Q. Write code for reversing a string in Java 8.
Infosys,Q. Describe your experience with one end-to-end implementation in SAP PO.
Infosys,Q. What is the definition of language?
Infosys,"Q. What utilities and ABENDs are you familiar with, and how have you resolved them?"
Infosys,Q. Describe how you would design a queuing system.
Infosys,Q. What are streams in Java?
Infosys,Q. What is the function of the ping command?
Infosys,Q. Write a program to implement a calculator.
Infosys,"Q. What are some Java frameworks, and what are the differences among them?"
Infosys,Q. What is a profiler?
Infosys,Q. What is the difference between stopping an instance and deleting an instance?
Infosys,Q. What is P2P?
Infosys,Q. What is the difference between deep copy and shallow copy?
Infosys,Q. How does memory management work in Python?
Infosys,Q. Explain polymorphism with code examples.
Infosys,Q. What are the types of SQL joins and can you provide examples?
Infosys,"Q. What is the function of a try-catch block in exception handling, and how does it work?"
Infosys,"Q. What is the transient keyword, and where is it used?"
Infosys,Q. What is the MVC architecture?
Infosys,Q. What challenges have you faced during project delivery?
Infosys,Q. Were you engaged in sprint 0 tasks and what tasks were planned?
Infosys,Q. Can you describe the cloud processes you have utilized in your work?
Infosys,Q. How would you apply Dijkstra's Algorithm in a real-life scenario?
Infosys,Q. What is a metaclass in Smalltalk?
Infosys,Q. What are the major metrics used for maintenance and bug fixing?
Infosys,Q. Introduce the project.
Infosys,Q. What methodologies are used in Six Sigma projects?
Infosys,Q. How is accounting determined in an invoice document? Please explain.
Infosys,Q. What is the pricing procedure and how is pricing determined?
Infosys,Q. Why is it necessary to assign a partner function to both the partner determination procedure and the account group?
Infosys,Q. What is OData?
Infosys,Q. Tell me about a time when you used data to solve a business problem?
Infosys,Q. What are the different types of joins in SQL?
Infosys,Q. What is the difference between JUnit and TestNG?
Infosys,Q. How do you parse JSON?
Infosys,Q. Explain some annotations in TestNG.
Infosys,Q. What are requests and responses in API?
Infosys,Q. How do you calculate the total YTD with fiscal year changes?
Infosys,"Q. Explain the effect of slicer selection values on ALL, ALLSELECTED, and ALLEXCEPT DAX functions."
Infosys,Q. What do you know about Infosys services and solutions?
Infosys,Q. Where can we find the financial reports?
Infosys,Q. How do you handle customer refunds in AR?
Infosys,Q. How many types of accounts are there?
Infosys,Q. What is a secondary ledger?
Infosys,Q. What is a ledger?
Infosys,Q. How many types of tickets are there?
Infosys,Q. Why are you using revaluation?
Infosys,Q. What is Pay Alone?
Infosys,Q. What is reporting currency?
Infosys,Q. What are prepayment journal entries?
Infosys,Q. What is SAP FICO?
Infosys,Q. Explain the event loop.
Infosys,Q. How do you reverse a list in Python?
Infosys,"Q. What is polymorphism, and can you provide an example?"
Infosys,Q. How do you debug object-oriented programming concepts using class and object programs?
Infosys,Q. What is polymorphism?
Infosys,Q. What is a public cloud?
Infosys,Q. What is the data analysis process?
Infosys,Q. Explain what an outlier is.
Infosys,Q. What are your preferred methods for using Python?
Infosys,Q. What are the different challenges one faces during data analysis?
Infosys,Q. What is data analysis?
Infosys,Q. Explain the features of Java 21.
Infosys,Q. Explain the Clonable interface.
Infosys,Q. Are we able to achieve 100% abstraction?
Infosys,Q. Explain Dependency Injection (DI).
Infosys,Q. Describe the concept of a functional interface.
Infosys,Q. Describe the concept of a functional interface.
Infosys,Q. What is the method for identifying prime numbers?
Infosys,Q. What is the DevOps process?
Infosys,Q. What is a hash collision?
Infosys,Q. What is a string?
Infosys,Q. Which are the OOPs concepts?
Infosys,Q. What is the detailed process for handling warranty claims?
Infosys,Q. How does the Agile methodology work?
Infosys,Q. What are the differences between ArrayList and LinkedList?
Infosys,Q. Explain the usage of JavaScript executors and their internal functionalities.
Infosys,Q. How do you prioritize user requirements in the development of SAP ABAP applications?
Infosys,Q. Can you elaborate on your experience with SAP ABAP and how it prepares you for IT consulting roles?
Infosys,Q. Explain the concept of encapsulation in Java.
Infosys,Q. What is the 'super' keyword?
Infosys,Q. How do you cope with your weaknesses?
Infosys,"Q. What are datums, and why are they used?"
Infosys,"Q. What are seals, and why are they necessary?"
Infosys,"Q. What problems did you encounter with the instrument panel, and how did you overcome them?"
Infosys,Q. What are the steps involved in the plastic part design process?
Infosys,Q. What is isostatism?
Infosys,Q. Explain the Golden Rules of Accounting.
Infosys,Q. What is your experience as a Data Architect?
Infosys,Q. Write a Java program demonstrating the use of classes and objects.
Infosys,Q. Write a program using HTML.
Infosys,Q. What is inheritance in the context of programming?
Infosys,Q. What is an immutable class?
Infosys,"Q. If your application experiences a memory leak in production, what steps will you take to identify and address the issue?"
Infosys,Q. How do you locate a disappearing element?
Infosys,Q. How do you identify user exits?
Infosys,Q. What are Smart Forms?
ICICI Bank,Q. What is the import and export procedure?
ICICI Bank,Q. Can you describe a scenario in which you would sell a current account to corporate clients?
ICICI Bank,Q. Transfer problem
ICICI Bank,Q. Tell me about your experience with ICICI.
ICICI Bank,Q. Tell me about your experience in data entry.
ICICI Bank,Q. Tell me about your experience at ICICI Bank.
ICICI Bank,Q. Why are there no established rules regarding the proper timing for work-life balance?
ICICI Bank,Q. Why did you choose to work at a bank?
ICICI Bank,Q. How do you define sales and marketing?
ICICI Bank,Q. What are the differences between a saving deposit and a recurring deposit?
ICICI Bank,Q. What are the differences between a personal savings account and a current account?
ICICI Bank,Q. How do you approach solving customer problems?
ICICI Bank,Q. How would you approach selling a pen?
ICICI Bank,Q. What methods can be used to sell a bank account?
ICICI Bank,Q. What projects have you worked on?
ICICI Bank,Q. What is your current location?
ICICI Bank,Q. What is your job?
ICICI Bank,Q. What is your opinion about ICICI Bank?
ICICI Bank,Q. What is the size of the portfolio you are currently managing?
ICICI Bank,Q. Why should we choose your company?
ICICI Bank,Q. How will you manage customer behavior?
ICICI Bank,Q. How will you market banking products?
ICICI Bank,Q. What efforts will you make in collections?
ICICI Bank,Q. What is bucket balancing?
ICICI Bank,Q. How can sales be improved?
ICICI Bank,Q. How do you manage sales targets?
ICICI Bank,Q. How do you sell a product?
ICICI Bank,Q. What are all the daily activities you perform in your current organization?
ICICI Bank,Q. Which type of promotion?
ICICI Bank,Q. Which location are you targeting?
ICICI Bank,Q. Tell me about your qualifications.
ICICI Bank,Q. Tell me about the company profile.
ICICI Bank,Q. What do you know about customer care?
ICICI Bank,Q. Tell me about yourself and your background.
ICICI Bank,Q. What services does ICICI bank provide?
ICICI Bank,Q. What is your background?
ICICI Bank,Q. What do you know about mutual funds?
ICICI Bank,Q. What is the difference between the Reserve Bank of India (RBI) and the Securities and Exchange Board of India (SEBI)?
ICICI Bank,Q. What are the purposes of customer handling and lead generation?
